,record,original,predict,top5,inTop5,correct,mmr
71,75,10.0,"[[ 0.06316414  9.        ]
 [ 0.06434155 10.        ]
 [ 0.07121223 18.        ]
 [ 0.0920662  19.        ]
 [ 0.10680673 23.        ]
 [ 0.1070376  24.        ]
 [ 0.12884682 34.        ]]",[ 9. 10. 18. 19. 23.],1,1,0.5
72,76,0.0,"[[ 0.04894096  7.        ]
 [ 0.06255161  9.        ]
 [ 0.07208039 10.        ]
 [ 0.07221347 15.        ]
 [ 0.08436589 16.        ]
 [ 0.08686647 17.        ]
 [ 0.09588826 18.        ]
 [ 0.09774897 19.        ]
 [ 0.10234068 21.        ]
 [ 0.10631663 23.        ]
 [ 0.13654955 24.        ]
 [ 0.22605594 34.        ]]",[ 7.  9. 10. 15. 16.],0,0,0.0
73,77,10.0,"[[ 0.07065171  5.        ]
 [ 0.07107532  9.        ]
 [ 0.07136196 10.        ]
 [ 0.07232475 11.        ]
 [ 0.076316   16.        ]
 [ 0.07919655 19.        ]
 [ 0.08224475 20.        ]
 [ 0.08578066 23.        ]
 [ 0.10936147 24.        ]]",[ 5.  9. 10. 11. 16.],1,1,0.3333333333333333
74,78,0.0,"[[ 0.06102741  5.        ]
 [ 0.06683001  9.        ]
 [ 0.06762173 10.        ]
 [ 0.06846292 12.        ]
 [ 0.07401806 16.        ]
 [ 0.08264261 17.        ]
 [ 0.09647626 19.        ]
 [ 0.10413504 20.        ]
 [ 0.11019293 21.        ]
 [ 0.12188092 23.        ]
 [ 0.12263393 24.        ]]",[ 5.  9. 10. 12. 16.],0,0,0.0
75,79,10.0,"[[ 0.07238348  4.        ]
 [ 0.07393414  7.        ]
 [ 0.07498664  8.        ]
 [ 0.0829792   9.        ]
 [ 0.08657551 10.        ]
 [ 0.08920592 19.        ]
 [ 0.08990645 23.        ]
 [ 0.11393958 24.        ]
 [ 0.13167799 34.        ]]",[ 4.  7.  8.  9. 10.],1,1,0.2
76,80,0.0,"[[ 0.05496752  5.        ]
 [ 0.05770254  7.        ]
 [ 0.07820231  9.        ]
 [ 0.08531997 11.        ]
 [ 0.08908122 12.        ]
 [ 0.09386176 16.        ]
 [ 0.09954723 17.        ]
 [ 0.10052725 18.        ]
 [ 0.1032234  19.        ]
 [ 0.1034985  20.        ]
 [ 0.10690554 21.        ]
 [ 0.11260902 23.        ]
 [ 0.12163454 24.        ]
 [ 0.12689573 33.        ]]",[ 5.  7.  9. 11. 12.],0,0,0.0
77,81,10.0,"[[ 0.07035422  5.        ]
 [ 0.07480919  9.        ]
 [ 0.08263585 10.        ]
 [ 0.09229201 18.        ]
 [ 0.09690624 19.        ]
 [ 0.10068786 23.        ]
 [ 0.11540318 24.        ]]",[ 5.  9. 10. 18. 19.],1,1,0.3333333333333333
78,82,10.0,"[[ 0.05772173  5.        ]
 [ 0.06921089  9.        ]
 [ 0.07402813 10.        ]
 [ 0.07687533 12.        ]
 [ 0.08015218 14.        ]
 [ 0.08335215 17.        ]
 [ 0.10007203 18.        ]
 [ 0.10730851 23.        ]
 [ 0.1095506  24.        ]
 [ 0.13136137 34.        ]]",[ 5.  9. 10. 12. 14.],1,1,0.3333333333333333
79,83,10.0,"[[ 0.06020474  5.        ]
 [ 0.06235546  9.        ]
 [ 0.0663467  10.        ]
 [ 0.0704549  13.        ]
 [ 0.07087815 14.        ]
 [ 0.07501235 16.        ]
 [ 0.07802455 17.        ]
 [ 0.07910432 18.        ]
 [ 0.07917237 19.        ]
 [ 0.08964694 20.        ]
 [ 0.09057898 21.        ]
 [ 0.09268892 23.        ]
 [ 0.09306866 24.        ]]",[ 5.  9. 10. 13. 14.],1,1,0.3333333333333333
80,84,10.0,"[[ 0.05040707  9.        ]
 [ 0.06388017 10.        ]
 [ 0.07210666 13.        ]
 [ 0.07765129 18.        ]
 [ 0.07959968 19.        ]
 [ 0.08636421 23.        ]
 [ 0.09158212 24.        ]]",[ 9. 10. 13. 18. 19.],1,1,0.5
81,85,0.0,"[[ 0.07051018  5.        ]
 [ 0.07211298  9.        ]
 [ 0.08148784 11.        ]
 [ 0.08323622 12.        ]
 [ 0.08439306 13.        ]
 [ 0.08735203 16.        ]
 [ 0.08806831 17.        ]
 [ 0.08994111 18.        ]
 [ 0.09323901 19.        ]
 [ 0.09476984 20.        ]
 [ 0.09650528 23.        ]
 [ 0.10297552 24.        ]]",[ 5.  9. 11. 12. 13.],0,0,0.0
82,86,0.0,"[[ 0.07414234  8.        ]
 [ 0.08106142  9.        ]
 [ 0.08175187 10.        ]
 [ 0.08249515 11.        ]
 [ 0.08430767 16.        ]
 [ 0.0908204  19.        ]
 [ 0.10067723 23.        ]
 [ 0.10453953 24.        ]]",[ 8.  9. 10. 11. 16.],0,0,0.0
83,87,0.0,"[[ 0.0702731   0.        ]
 [ 0.0808253   5.        ]
 [ 0.08319792 10.        ]
 [ 0.09065803 11.        ]
 [ 0.09632865 15.        ]
 [ 0.09908006 18.        ]
 [ 0.10214758 19.        ]
 [ 0.10588974 21.        ]
 [ 0.10915777 23.        ]
 [ 0.11745167 24.        ]]",[ 0.  5. 10. 11. 15.],1,1,1.0
84,88,0.0,"[[ 0.05761964  3.        ]
 [ 0.06038511  7.        ]
 [ 0.07444903  9.        ]
 [ 0.0870589  10.        ]
 [ 0.08780943 16.        ]
 [ 0.08783782 18.        ]
 [ 0.10077498 19.        ]
 [ 0.11173594 23.        ]
 [ 0.11428977 24.        ]]",[ 3.  7.  9. 10. 16.],0,0,0.0
85,89,10.0,"[[ 0.07410506  5.        ]
 [ 0.07837486 10.        ]
 [ 0.08195448 11.        ]
 [ 0.0825966  16.        ]
 [ 0.08434081 19.        ]
 [ 0.08776277 21.        ]
 [ 0.10344112 23.        ]
 [ 0.11413038 24.        ]
 [ 0.14783767 34.        ]]",[ 5. 10. 11. 16. 19.],1,1,0.5
86,90,10.0,"[[ 0.07061875  5.        ]
 [ 0.07413083  7.        ]
 [ 0.07608994 10.        ]
 [ 0.07659293 11.        ]
 [ 0.07909337 16.        ]
 [ 0.09190422 17.        ]
 [ 0.09368765 18.        ]
 [ 0.10236195 19.        ]
 [ 0.11026579 23.        ]
 [ 0.11356145 24.        ]]",[ 5.  7. 10. 11. 16.],1,1,0.3333333333333333
87,91,10.0,"[[ 0.05863023  5.        ]
 [ 0.05867694  7.        ]
 [ 0.07604926  9.        ]
 [ 0.07629704 10.        ]
 [ 0.07887926 12.        ]
 [ 0.08223134 13.        ]
 [ 0.08314562 14.        ]
 [ 0.08845667 16.        ]
 [ 0.09067784 17.        ]
 [ 0.09070456 18.        ]
 [ 0.09172483 19.        ]
 [ 0.09840188 20.        ]
 [ 0.10755289 21.        ]
 [ 0.11072004 23.        ]
 [ 0.13557646 24.        ]
 [ 0.14527762 34.        ]]",[ 5.  7.  9. 10. 12.],1,1,0.25
88,92,0.0,"[[ 0.06429748  5.        ]
 [ 0.07242511  7.        ]
 [ 0.0728734   9.        ]
 [ 0.07655776 10.        ]
 [ 0.08181106 11.        ]
 [ 0.08221657 16.        ]
 [ 0.08812954 17.        ]
 [ 0.09145252 18.        ]
 [ 0.09293301 19.        ]
 [ 0.09667698 20.        ]
 [ 0.09785287 21.        ]
 [ 0.10575864 23.        ]
 [ 0.10792701 24.        ]]",[ 5.  7.  9. 10. 11.],0,0,0.0
89,93,10.0,"[[ 0.06171966  9.        ]
 [ 0.06197649 10.        ]
 [ 0.07256371 18.        ]
 [ 0.08005565 23.        ]
 [ 0.09382838 34.        ]]",[ 9. 10. 18. 23. 34.],1,1,0.5
90,94,0.0,"[[ 0.07043278  5.        ]
 [ 0.07044458  7.        ]
 [ 0.07506322  9.        ]
 [ 0.07854185 10.        ]
 [ 0.09048889 11.        ]
 [ 0.09727814 13.        ]
 [ 0.10329825 16.        ]
 [ 0.11153567 18.        ]
 [ 0.11247742 19.        ]
 [ 0.11636847 21.        ]
 [ 0.1228582  23.        ]
 [ 0.12979861 24.        ]
 [ 0.15010126 34.        ]]",[ 5.  7.  9. 10. 11.],0,0,0.0
91,95,10.0,"[[ 0.06366682  7.        ]
 [ 0.08320004  9.        ]
 [ 0.09171895 20.        ]
 [ 0.09470489 23.        ]
 [ 0.10868368 24.        ]]",[ 7.  9. 20. 23. 24.],0,0,0.0
92,97,10.0,"[[ 0.03014857  5.        ]
 [ 0.06083035  7.        ]
 [ 0.06522617 10.        ]
 [ 0.07491082 17.        ]
 [ 0.07616144 19.        ]
 [ 0.09154779 23.        ]]",[ 5.  7. 10. 17. 19.],1,1,0.3333333333333333
93,98,10.0,"[[ 0.0745948   5.        ]
 [ 0.07940871  7.        ]
 [ 0.08107655  9.        ]
 [ 0.0833988  18.        ]
 [ 0.08978913 19.        ]
 [ 0.11539888 23.        ]
 [ 0.14829421 34.        ]]",[ 5.  7.  9. 18. 19.],0,0,0.0
94,99,0.0,"[[ 0.06929983  1.        ]
 [ 0.06986243  5.        ]
 [ 0.07278403  7.        ]
 [ 0.07472837  9.        ]
 [ 0.07620219 10.        ]
 [ 0.08157854 11.        ]
 [ 0.08343881 15.        ]
 [ 0.08380625 16.        ]
 [ 0.08611876 17.        ]
 [ 0.08699524 18.        ]
 [ 0.09045217 19.        ]
 [ 0.09089541 20.        ]
 [ 0.0913192  21.        ]
 [ 0.0914982  22.        ]
 [ 0.09509039 23.        ]
 [ 0.09942251 24.        ]
 [ 0.10365832 34.        ]]",[ 1.  5.  7.  9. 10.],0,0,0.0
95,100,0.0,"[[ 0.05199087  5.        ]
 [ 0.06299949  7.        ]
 [ 0.06580102  8.        ]
 [ 0.06651144  9.        ]
 [ 0.07079746 10.        ]
 [ 0.07224993 12.        ]
 [ 0.07371708 13.        ]
 [ 0.07607104 15.        ]
 [ 0.07671696 16.        ]
 [ 0.07714935 17.        ]
 [ 0.07813068 18.        ]
 [ 0.08346515 19.        ]
 [ 0.0852394  20.        ]
 [ 0.0937878  21.        ]
 [ 0.11222234 23.        ]
 [ 0.12861949 24.        ]]",[ 5.  7.  8.  9. 10.],0,0,0.0
96,101,10.0,"[[ 0.06613523  5.        ]
 [ 0.06770984  9.        ]
 [ 0.06993705 17.        ]
 [ 0.07357395 18.        ]
 [ 0.07523569 19.        ]
 [ 0.08099246 20.        ]
 [ 0.08135936 21.        ]
 [ 0.08540499 23.        ]
 [ 0.08930621 24.        ]
 [ 0.09718207 34.        ]]",[ 5.  9. 17. 18. 19.],0,0,0.0
97,102,0.0,"[[ 0.08267963  5.        ]
 [ 0.1017157  16.        ]
 [ 0.10472967 18.        ]
 [ 0.11388348 19.        ]
 [ 0.11565694 20.        ]
 [ 0.12673192 23.        ]
 [ 0.1275564  24.        ]]",[ 5. 16. 18. 19. 20.],0,1,0.0
98,103,10.0,"[[ 0.06919539  5.        ]
 [ 0.07861054  9.        ]
 [ 0.08550237 16.        ]
 [ 0.08742422 23.        ]
 [ 0.08978397 24.        ]]",[ 5.  9. 16. 23. 24.],0,0,0.0
99,105,0.0,"[[ 0.07597457  7.        ]
 [ 0.07635123  9.        ]
 [ 0.08066171 10.        ]
 [ 0.08079871 13.        ]
 [ 0.08379638 16.        ]
 [ 0.08960995 17.        ]
 [ 0.10972314 18.        ]
 [ 0.11609071 19.        ]
 [ 0.12340154 20.        ]
 [ 0.13379928 21.        ]
 [ 0.16027548 23.        ]
 [ 0.17477118 24.        ]]",[ 7.  9. 10. 13. 16.],0,0,0.0
100,106,0.0,"[[ 0.05771118  5.        ]
 [ 0.06244409  7.        ]
 [ 0.06834713  9.        ]
 [ 0.06914872 10.        ]
 [ 0.06944726 16.        ]
 [ 0.06969544 19.        ]
 [ 0.07092369 20.        ]
 [ 0.08675253 21.        ]
 [ 0.08930585 23.        ]
 [ 0.10685981 24.        ]]",[ 5.  7.  9. 10. 16.],0,0,0.0
101,107,0.0,"[[ 0.05601251  9.        ]
 [ 0.06682169 10.        ]
 [ 0.08338155 19.        ]
 [ 0.08340806 20.        ]
 [ 0.08897161 21.        ]
 [ 0.09054319 23.        ]
 [ 0.09512499 24.        ]
 [ 0.14876298 34.        ]]",[ 9. 10. 19. 20. 21.],0,0,0.0
102,108,10.0,"[[ 0.06413293  5.        ]
 [ 0.07098889  7.        ]
 [ 0.07236534  9.        ]
 [ 0.0734102  10.        ]
 [ 0.07571083 11.        ]
 [ 0.07797468 16.        ]
 [ 0.08429693 19.        ]
 [ 0.091304   23.        ]
 [ 0.14167386 24.        ]]",[ 5.  7.  9. 10. 11.],1,1,0.25
103,109,0.0,"[[ 0.06573486  5.        ]
 [ 0.07231375  9.        ]
 [ 0.07303202 10.        ]
 [ 0.07579893 12.        ]
 [ 0.0767495  14.        ]
 [ 0.07807334 16.        ]
 [ 0.08129615 17.        ]
 [ 0.08404288 18.        ]
 [ 0.0918966  19.        ]
 [ 0.10087659 20.        ]
 [ 0.11584938 21.        ]
 [ 0.14249301 23.        ]
 [ 0.14913952 24.        ]]",[ 5.  9. 10. 12. 14.],0,0,0.0
104,110,0.0,"[[ 0.052973    5.        ]
 [ 0.06520689  7.        ]
 [ 0.06978422 10.        ]
 [ 0.07281864 12.        ]
 [ 0.07585892 15.        ]
 [ 0.07852125 18.        ]
 [ 0.07857409 19.        ]
 [ 0.08286041 20.        ]
 [ 0.09725345 23.        ]
 [ 0.1154988  24.        ]
 [ 0.13212131 34.        ]]",[ 5.  7. 10. 12. 15.],0,0,0.0
105,112,0.0,"[[ 0.06565684  5.        ]
 [ 0.0718827   7.        ]
 [ 0.07613558  9.        ]
 [ 0.07694441 10.        ]
 [ 0.07705595 16.        ]
 [ 0.0903608  17.        ]
 [ 0.09152179 18.        ]
 [ 0.09267287 19.        ]
 [ 0.09848547 20.        ]
 [ 0.09997898 23.        ]
 [ 0.10828543 24.        ]]",[ 5.  7.  9. 10. 16.],0,0,0.0
106,113,0.0,"[[ 0.0615626   5.        ]
 [ 0.06397166  7.        ]
 [ 0.06469246  9.        ]
 [ 0.06568565 13.        ]
 [ 0.06649276 15.        ]
 [ 0.07099274 16.        ]
 [ 0.07120156 17.        ]
 [ 0.0749598  18.        ]
 [ 0.07639107 19.        ]
 [ 0.0778555  20.        ]
 [ 0.09325302 23.        ]
 [ 0.09556875 24.        ]
 [ 0.1010263  33.        ]
 [ 0.11288538 34.        ]]",[ 5.  7.  9. 13. 15.],0,1,0.0
107,114,10.0,"[[ 0.07229531  7.        ]
 [ 0.07717578 16.        ]
 [ 0.08531648 18.        ]
 [ 0.09787056 19.        ]
 [ 0.09896347 23.        ]
 [ 0.10022151 24.        ]
 [ 0.13467777 34.        ]]",[ 7. 16. 18. 19. 23.],0,0,0.0
108,115,10.0,"[[ 0.06777811  5.        ]
 [ 0.07503269  7.        ]
 [ 0.07595021  8.        ]
 [ 0.07747483  9.        ]
 [ 0.09180927 10.        ]
 [ 0.09298241 11.        ]
 [ 0.09504822 14.        ]
 [ 0.09761182 16.        ]
 [ 0.10762349 17.        ]
 [ 0.10808263 18.        ]
 [ 0.11144668 19.        ]
 [ 0.11639072 20.        ]
 [ 0.13655422 23.        ]
 [ 0.13817662 24.        ]
 [ 0.14081204 34.        ]]",[ 5.  7.  8.  9. 10.],1,1,0.2
109,116,10.0,"[[ 0.0579533   5.        ]
 [ 0.06760573  9.        ]
 [ 0.06762183 12.        ]
 [ 0.06800807 19.        ]
 [ 0.06930238 20.        ]
 [ 0.10219002 23.        ]
 [ 0.11149192 34.        ]]",[ 5.  9. 12. 19. 20.],0,0,0.0
110,117,0.0,"[[ 0.07681543  5.        ]
 [ 0.08615557  7.        ]
 [ 0.08761951  9.        ]
 [ 0.09010625 10.        ]
 [ 0.09228683 16.        ]
 [ 0.09509844 17.        ]
 [ 0.10036246 18.        ]
 [ 0.10364294 19.        ]
 [ 0.10586703 20.        ]
 [ 0.1139425  21.        ]
 [ 0.11896229 23.        ]
 [ 0.12174314 24.        ]
 [ 0.15098196 34.        ]]",[ 5.  7.  9. 10. 16.],0,0,0.0
111,118,0.0,"[[ 0.06251147  7.        ]
 [ 0.07087589  9.        ]
 [ 0.07488579 10.        ]
 [ 0.07781434 16.        ]
 [ 0.0787279  19.        ]
 [ 0.08159095 21.        ]
 [ 0.08941674 23.        ]
 [ 0.09279843 24.        ]]",[ 7.  9. 10. 16. 19.],0,0,0.0
112,119,10.0,"[[ 0.05996609  5.        ]
 [ 0.07472695  7.        ]
 [ 0.07702106  9.        ]
 [ 0.08066516 12.        ]
 [ 0.08444917 15.        ]
 [ 0.08484296 16.        ]
 [ 0.08603764 17.        ]
 [ 0.08699536 18.        ]
 [ 0.09280646 19.        ]
 [ 0.09408677 20.        ]
 [ 0.09649822 21.        ]
 [ 0.09849984 23.        ]
 [ 0.12064728 24.        ]
 [ 0.13144061 34.        ]]",[ 5.  7.  9. 12. 15.],0,0,0.0
113,120,0.0,"[[ 0.0739097   9.        ]
 [ 0.07595655 16.        ]
 [ 0.08518125 17.        ]
 [ 0.09390926 18.        ]
 [ 0.09680253 19.        ]
 [ 0.10592559 23.        ]
 [ 0.10668095 24.        ]
 [ 0.11315972 33.        ]
 [ 0.12230957 34.        ]]",[ 9. 16. 17. 18. 19.],0,1,0.0
114,121,10.0,"[[ 0.09221977  7.        ]
 [ 0.09493074  9.        ]
 [ 0.09795797 16.        ]
 [ 0.10692367 19.        ]
 [ 0.10710943 21.        ]
 [ 0.11640114 23.        ]
 [ 0.12354636 24.        ]
 [ 0.16137302 34.        ]]",[ 7.  9. 16. 19. 21.],0,0,0.0
115,122,0.0,"[[ 0.07297767  5.        ]
 [ 0.07331359  9.        ]
 [ 0.07841891 12.        ]
 [ 0.083112   16.        ]
 [ 0.08338606 17.        ]
 [ 0.08389592 18.        ]
 [ 0.08403797 19.        ]
 [ 0.09157434 22.        ]
 [ 0.1024127  23.        ]
 [ 0.10685998 24.        ]]",[ 5.  9. 12. 16. 17.],0,1,0.0
116,123,10.0,"[[ 0.06291085  5.        ]
 [ 0.06774658  7.        ]
 [ 0.06895405  9.        ]
 [ 0.06971705 10.        ]
 [ 0.07306656 11.        ]
 [ 0.07318652 15.        ]
 [ 0.07520014 16.        ]
 [ 0.07604474 17.        ]
 [ 0.0777709  20.        ]
 [ 0.08705556 23.        ]
 [ 0.09166902 24.        ]]",[ 5.  7.  9. 10. 11.],1,1,0.25
117,124,10.0,"[[ 0.05814993 10.        ]
 [ 0.06135225 16.        ]
 [ 0.07159647 17.        ]
 [ 0.07212597 19.        ]
 [ 0.07422048 21.        ]
 [ 0.09156764 23.        ]
 [ 0.10359618 24.        ]]",[10. 16. 17. 19. 21.],1,1,1.0
118,125,0.0,"[[ 0.07071611  5.        ]
 [ 0.07355142  9.        ]
 [ 0.07365793 10.        ]
 [ 0.07427318 12.        ]
 [ 0.07626927 16.        ]
 [ 0.07835293 18.        ]
 [ 0.07846713 19.        ]
 [ 0.07982498 20.        ]
 [ 0.07999545 21.        ]
 [ 0.08172218 23.        ]
 [ 0.0931406  24.        ]]",[ 5.  9. 10. 12. 16.],0,0,0.0
119,126,0.0,"[[ 0.06485504  5.        ]
 [ 0.07637737  7.        ]
 [ 0.07747297  9.        ]
 [ 0.07790953 10.        ]
 [ 0.07941464 15.        ]
 [ 0.08118382 16.        ]
 [ 0.08526796 17.        ]
 [ 0.0859794  18.        ]
 [ 0.0860101  19.        ]
 [ 0.09053544 20.        ]
 [ 0.09226932 23.        ]
 [ 0.09493124 24.        ]]",[ 5.  7.  9. 10. 15.],0,0,0.0
120,127,10.0,"[[ 0.06759268  5.        ]
 [ 0.07320082  7.        ]
 [ 0.07734716  8.        ]
 [ 0.08082592 11.        ]
 [ 0.08144355 16.        ]
 [ 0.08311455 18.        ]
 [ 0.09584741 19.        ]
 [ 0.11063659 20.        ]
 [ 0.11919621 23.        ]
 [ 0.12704241 24.        ]
 [ 0.13222754 34.        ]]",[ 5.  7.  8. 11. 16.],0,0,0.0
121,128,0.0,"[[ 0.08428144  5.        ]
 [ 0.08428168  9.        ]
 [ 0.08480279 17.        ]
 [ 0.09219474 18.        ]
 [ 0.09279912 19.        ]
 [ 0.09982277 20.        ]
 [ 0.10068637 21.        ]
 [ 0.10476214 23.        ]
 [ 0.11802238 24.        ]
 [ 0.11828631 34.        ]]",[ 5.  9. 17. 18. 19.],0,1,0.0
122,129,0.0,"[[ 0.06427836  5.        ]
 [ 0.07106429  9.        ]
 [ 0.08140942 10.        ]
 [ 0.08312396 12.        ]
 [ 0.084427   16.        ]
 [ 0.08455631 18.        ]
 [ 0.09304575 19.        ]
 [ 0.09555405 20.        ]
 [ 0.10198334 23.        ]
 [ 0.10325038 24.        ]
 [ 0.11205316 34.        ]]",[ 5.  9. 10. 12. 16.],0,0,0.0
123,130,0.0,"[[ 0.0681929  10.        ]
 [ 0.07042984 11.        ]
 [ 0.07272339 14.        ]
 [ 0.08628523 16.        ]
 [ 0.09229496 17.        ]
 [ 0.10501146 18.        ]
 [ 0.10890269 19.        ]
 [ 0.11091745 20.        ]
 [ 0.11347899 21.        ]
 [ 0.13856545 23.        ]
 [ 0.13984966 24.        ]]",[10. 11. 14. 16. 17.],0,0,0.0
124,131,0.0,"[[ 0.07176679  3.        ]
 [ 0.0767978   5.        ]
 [ 0.07994324  7.        ]
 [ 0.08058713  9.        ]
 [ 0.08140181 10.        ]
 [ 0.08382387 11.        ]
 [ 0.08457788 12.        ]
 [ 0.08657271 14.        ]
 [ 0.08749675 16.        ]
 [ 0.0884051  17.        ]
 [ 0.09054693 18.        ]
 [ 0.09345821 19.        ]
 [ 0.09527248 20.        ]
 [ 0.09704119 21.        ]
 [ 0.10831691 23.        ]
 [ 0.11303853 24.        ]
 [ 0.12112651 34.        ]]",[ 3.  5.  7.  9. 10.],0,0,0.0
125,132,10.0,"[[ 0.05928993 13.        ]
 [ 0.07409845 16.        ]
 [ 0.07453293 18.        ]
 [ 0.08751321 19.        ]
 [ 0.08891732 23.        ]
 [ 0.09552598 24.        ]
 [ 0.11732665 33.        ]]",[13. 16. 18. 19. 23.],0,0,0.0
126,133,0.0,"[[ 0.07740319  5.        ]
 [ 0.08379251  7.        ]
 [ 0.08806807  9.        ]
 [ 0.08939175 10.        ]
 [ 0.08970106 13.        ]
 [ 0.09073883 15.        ]
 [ 0.09141604 16.        ]
 [ 0.09322524 18.        ]
 [ 0.09581015 19.        ]
 [ 0.10996652 20.        ]
 [ 0.11214554 21.        ]
 [ 0.11427379 23.        ]
 [ 0.11740521 24.        ]
 [ 0.14005097 33.        ]
 [ 0.14919672 34.        ]]",[ 5.  7.  9. 10. 13.],0,0,0.0
127,134,0.0,"[[ 0.06273276  5.        ]
 [ 0.07800471 11.        ]
 [ 0.07835581 12.        ]
 [ 0.08556288 17.        ]
 [ 0.08966177 18.        ]
 [ 0.09495825 20.        ]
 [ 0.12880003 23.        ]
 [ 0.13123503 24.        ]]",[ 5. 11. 12. 17. 18.],0,0,0.0
128,135,10.0,"[[ 0.06133783  9.        ]
 [ 0.08413559 11.        ]
 [ 0.0896306  16.        ]
 [ 0.12039989 19.        ]
 [ 0.12117583 23.        ]
 [ 0.12218046 24.        ]
 [ 0.12758253 34.        ]]",[ 9. 11. 16. 19. 23.],0,0,0.0
129,136,10.0,"[[ 0.08432931  5.        ]
 [ 0.08636414 10.        ]
 [ 0.08683091 16.        ]
 [ 0.10054448 18.        ]
 [ 0.10084581 19.        ]
 [ 0.11396348 20.        ]
 [ 0.12988329 23.        ]
 [ 0.13369083 24.        ]]",[ 5. 10. 16. 18. 19.],1,1,0.5
130,137,10.0,"[[ 0.0558235   0.        ]
 [ 0.07324679  5.        ]
 [ 0.07477736  9.        ]
 [ 0.07557416 10.        ]
 [ 0.07631361 13.        ]
 [ 0.0822413  16.        ]
 [ 0.08258569 17.        ]
 [ 0.08395782 18.        ]
 [ 0.08562899 19.        ]
 [ 0.08777495 20.        ]
 [ 0.09145    21.        ]
 [ 0.11504158 23.        ]
 [ 0.1165688  24.        ]
 [ 0.12152213 34.        ]]",[ 0.  5.  9. 10. 13.],1,1,0.25
131,138,10.0,"[[ 0.06548107 10.        ]
 [ 0.06826079 12.        ]
 [ 0.07234657 17.        ]
 [ 0.07735568 18.        ]
 [ 0.07995737 19.        ]
 [ 0.100191   23.        ]
 [ 0.10076073 24.        ]]",[10. 12. 17. 18. 19.],1,1,1.0
132,139,10.0,"[[ 0.06544948  5.        ]
 [ 0.07999668  7.        ]
 [ 0.08096722  9.        ]
 [ 0.08208388 10.        ]
 [ 0.08717564 16.        ]
 [ 0.09320087 17.        ]
 [ 0.0938535  18.        ]
 [ 0.09616435 19.        ]
 [ 0.09906395 20.        ]
 [ 0.10068474 21.        ]
 [ 0.10129755 23.        ]
 [ 0.10607758 24.        ]
 [ 0.10962861 34.        ]]",[ 5.  7.  9. 10. 16.],1,1,0.25
133,140,10.0,"[[ 0.0675101   7.        ]
 [ 0.06777829 18.        ]
 [ 0.07784343 19.        ]
 [ 0.08758656 23.        ]
 [ 0.10004127 24.        ]]",[ 7. 18. 19. 23. 24.],0,0,0.0
134,141,10.0,"[[ 0.06708866  5.        ]
 [ 0.07021878 10.        ]
 [ 0.07359093 16.        ]
 [ 0.07654534 17.        ]
 [ 0.0830805  23.        ]
 [ 0.08606774 24.        ]
 [ 0.0906204  33.        ]]",[ 5. 10. 16. 17. 23.],1,1,0.5
135,142,0.0,"[[ 0.05133343  5.        ]
 [ 0.0680005   9.        ]
 [ 0.06820273 11.        ]
 [ 0.07563159 16.        ]
 [ 0.0790627  17.        ]
 [ 0.08273983 18.        ]
 [ 0.08617771 19.        ]
 [ 0.10281855 23.        ]
 [ 0.17463475 24.        ]]",[ 5.  9. 11. 16. 17.],0,0,0.0
136,143,10.0,"[[ 0.05976248 17.        ]
 [ 0.06999407 18.        ]
 [ 0.07519233 19.        ]
 [ 0.08471873 23.        ]
 [ 0.08613598 24.        ]
 [ 0.08634177 33.        ]
 [ 0.15076609 34.        ]]",[17. 18. 19. 23. 24.],0,0,0.0
137,144,0.0,"[[ 0.0932036   9.        ]
 [ 0.09335083 10.        ]
 [ 0.09549632 16.        ]
 [ 0.09590678 17.        ]
 [ 0.1016715  19.        ]
 [ 0.10745549 20.        ]
 [ 0.11518708 23.        ]
 [ 0.11909825 24.        ]
 [ 0.13211573 33.        ]
 [ 0.15126475 34.        ]]",[ 9. 10. 16. 17. 19.],0,0,0.0
138,145,0.0,"[[ 0.06792414  5.        ]
 [ 0.06822016  9.        ]
 [ 0.07659692 10.        ]
 [ 0.08568669 16.        ]
 [ 0.08633307 19.        ]
 [ 0.08660352 23.        ]
 [ 0.08994752 24.        ]]",[ 5.  9. 10. 16. 19.],0,0,0.0
139,146,0.0,"[[ 0.06976539  7.        ]
 [ 0.07321858  9.        ]
 [ 0.07484586 10.        ]
 [ 0.08113337 16.        ]
 [ 0.08429363 18.        ]
 [ 0.08560914 23.        ]
 [ 0.09253546 24.        ]
 [ 0.1345433  34.        ]]",[ 7.  9. 10. 16. 18.],0,0,0.0
140,147,10.0,"[[ 0.07743837  9.        ]
 [ 0.08451855 15.        ]
 [ 0.08909559 17.        ]
 [ 0.09403515 20.        ]
 [ 0.09653765 21.        ]
 [ 0.10504381 23.        ]
 [ 0.11137702 24.        ]]",[ 9. 15. 17. 20. 21.],0,0,0.0
141,148,0.0,"[[ 0.07812458  5.        ]
 [ 0.08210238  9.        ]
 [ 0.08773901 11.        ]
 [ 0.08920756 15.        ]
 [ 0.09845683 16.        ]
 [ 0.10601345 17.        ]
 [ 0.10810727 18.        ]
 [ 0.11017931 19.        ]
 [ 0.11236795 20.        ]
 [ 0.12722188 23.        ]
 [ 0.13060419 24.        ]
 [ 0.13488573 34.        ]]",[ 5.  9. 11. 15. 16.],0,0,0.0
