,record,original,predict,top5,inTop5,correct,mmr
68,73,10.0,"[[ 1.26660115  5.        ]
 [ 1.3439275   9.        ]
 [ 1.39633073 10.        ]
 [ 2.24817485 18.        ]
 [ 5.57032307 23.        ]
 [ 5.96450377 24.        ]]",[ 5.  9. 10. 18. 23.],1,1,0.3333333333333333
69,74,10.0,"[[ 1.21688014  5.        ]
 [ 1.45938706  7.        ]
 [ 1.75780725  9.        ]
 [ 2.04781032 10.        ]
 [ 2.231498   11.        ]
 [ 2.4346292  18.        ]
 [ 2.85426307 20.        ]
 [ 3.03458536 23.        ]
 [ 6.02412832 26.        ]]",[ 5.  7.  9. 10. 11.],1,1,0.25
70,75,0.0,"[[ 0.88924319  7.        ]
 [ 0.94652557  8.        ]
 [ 0.98016458 10.        ]
 [ 1.21886845 18.        ]
 [ 2.7865119  19.        ]
 [ 3.55177307 23.        ]]",[ 7.  8. 10. 18. 19.],0,0,0.0
71,76,0.0,"[[ 1.45576596  5.        ]
 [ 1.52286065  7.        ]
 [ 1.65997006  8.        ]
 [ 1.69080067  9.        ]
 [ 1.80593157 10.        ]
 [ 1.95867872 17.        ]
 [ 2.55718521 18.        ]
 [ 2.88704348 19.        ]
 [ 3.30273342 20.        ]
 [ 3.44161415 21.        ]
 [ 3.5404563  23.        ]
 [ 4.40732658 24.        ]]",[ 5.  7.  8.  9. 10.],0,0,0.0
72,77,0.0,"[[ 1.45877028  7.        ]
 [ 1.54224861  8.        ]
 [ 1.55842939  9.        ]
 [ 1.58422542 10.        ]
 [ 1.60712836 11.        ]
 [ 1.69662342 12.        ]
 [ 1.69707799 13.        ]
 [ 1.80181551 16.        ]
 [ 1.8915832  18.        ]
 [ 1.93697536 19.        ]
 [ 2.04730948 20.        ]
 [ 2.22833923 21.        ]
 [ 4.28000355 23.        ]
 [ 4.43472481 24.        ]
 [ 5.64384422 34.        ]]",[ 7.  8.  9. 10. 11.],0,0,0.0
73,78,0.0,"[[ 0.849637    7.        ]
 [ 1.31570709  8.        ]
 [ 1.61185118  9.        ]
 [ 1.66990507 10.        ]
 [ 1.71509886 13.        ]
 [ 1.8782666  18.        ]
 [ 1.91411185 19.        ]
 [ 1.97870567 21.        ]
 [ 2.1028101  23.        ]]",[ 7.  8.  9. 10. 13.],0,0,0.0
74,79,0.0,"[[ 1.24625778  8.        ]
 [ 1.52014979  9.        ]
 [ 1.63911604 10.        ]
 [ 1.66380823 11.        ]
 [ 1.78298048 16.        ]
 [ 1.81874051 18.        ]
 [ 1.93796587 19.        ]
 [ 2.37637903 20.        ]
 [ 2.68564272 21.        ]
 [ 3.86153817 24.        ]
 [ 7.22048202 33.        ]]",[ 8.  9. 10. 11. 16.],0,0,0.0
75,80,0.0,"[[ 1.23912287  5.        ]
 [ 1.27755046  8.        ]
 [ 1.45987415 10.        ]
 [ 1.5854132  18.        ]
 [ 1.60123408 20.        ]
 [ 1.6860771  23.        ]
 [ 1.92699081 24.        ]]",[ 5.  8. 10. 18. 20.],0,0,0.0
76,81,10.0,"[[ 1.37806249  3.        ]
 [ 1.43016398  8.        ]
 [ 1.46712542  9.        ]
 [ 1.56654346 17.        ]
 [ 1.62465918 18.        ]
 [ 1.66268289 19.        ]
 [ 1.70736122 21.        ]
 [ 2.25262117 23.        ]
 [ 3.85102916 24.        ]]",[ 3.  8.  9. 17. 18.],0,0,0.0
77,82,10.0,"[[ 1.3149913   7.        ]
 [ 1.76360416 10.        ]
 [ 1.87483048 11.        ]
 [ 2.25093675 18.        ]
 [ 2.88170528 19.        ]
 [ 3.83295528 23.        ]]",[ 7. 10. 11. 18. 19.],1,1,0.5
78,83,0.0,"[[ 0.88870573  5.        ]
 [ 1.1153025   7.        ]
 [ 1.44407488  8.        ]
 [ 1.49740362  9.        ]
 [ 1.53928968 10.        ]
 [ 1.80276895 12.        ]
 [ 1.82758971 16.        ]
 [ 2.02907676 17.        ]
 [ 2.03467512 18.        ]
 [ 2.10918078 19.        ]
 [ 2.21291709 21.        ]
 [ 3.33401057 23.        ]
 [ 4.74024454 24.        ]]",[ 5.  7.  8.  9. 10.],0,0,0.0
79,84,0.0,"[[ 1.29788221  3.        ]
 [ 1.33384848  5.        ]
 [ 1.34124942  7.        ]
 [ 1.34673929  8.        ]
 [ 1.36758888  9.        ]
 [ 1.43524483 10.        ]
 [ 1.44849324 11.        ]
 [ 1.45067193 13.        ]
 [ 1.70768174 16.        ]
 [ 1.78757757 18.        ]
 [ 2.1738777  19.        ]
 [ 2.23569965 20.        ]
 [ 2.41221452 21.        ]
 [ 3.56820872 23.        ]
 [ 5.05931596 24.        ]]",[3. 5. 7. 8. 9.],0,1,0.0
80,85,10.0,"[[ 1.29213786  5.        ]
 [ 1.40565312  8.        ]
 [ 1.9662832   9.        ]
 [ 1.97647138 10.        ]
 [ 2.57047224 16.        ]
 [ 4.39659739 18.        ]
 [ 7.15577602 24.        ]]",[ 5.  8.  9. 10. 16.],1,1,0.25
81,86,10.0,"[[ 1.45670509  9.        ]
 [ 3.2442739  11.        ]
 [ 3.49569416 18.        ]
 [ 3.78823074 19.        ]
 [ 6.06129634 21.        ]]",[ 9. 11. 18. 19. 21.],0,0,0.0
82,87,0.0,"[[ 1.64721474  5.        ]
 [ 1.67337258  7.        ]
 [ 1.68971229  8.        ]
 [ 1.71681448  9.        ]
 [ 1.74441965 10.        ]
 [ 1.7764411  12.        ]
 [ 1.79034424 17.        ]
 [ 1.91563368 18.        ]
 [ 2.09497952 19.        ]
 [ 2.78008326 21.        ]
 [ 3.10288985 23.        ]
 [ 4.6398859  24.        ]
 [ 7.06139749 33.        ]
 [ 9.82830048 34.        ]]",[ 5.  7.  8.  9. 10.],0,0,0.0
83,88,0.0,"[[ 1.10159592  5.        ]
 [ 1.20691305  7.        ]
 [ 1.37229395  8.        ]
 [ 1.51795363  9.        ]
 [ 1.63407276 10.        ]
 [ 1.64059436 18.        ]
 [ 5.32066734 23.        ]
 [ 6.56015086 24.        ]]",[ 5.  7.  8.  9. 10.],0,0,0.0
84,89,10.0,"[[ 1.33169127  3.        ]
 [ 1.37866645  5.        ]
 [ 1.38830129  7.        ]
 [ 1.44942808  8.        ]
 [ 1.6036464   9.        ]
 [ 1.61674178 10.        ]
 [ 1.63663828 11.        ]
 [ 1.7466633  12.        ]
 [ 1.7957831  13.        ]
 [ 1.81415377 16.        ]
 [ 2.1288662  18.        ]
 [ 2.17867923 19.        ]
 [ 2.26220918 20.        ]
 [ 2.34810689 21.        ]
 [ 2.72336049 23.        ]
 [ 2.94183755 24.        ]
 [ 7.52951427 34.        ]]",[3. 5. 7. 8. 9.],0,0,0.0
85,90,10.0,"[[ 1.48440361  1.        ]
 [ 1.66861033  8.        ]
 [ 1.75959682  9.        ]
 [ 1.82080007 10.        ]
 [ 1.83234811 11.        ]
 [ 1.97380266 17.        ]
 [ 1.97501743 18.        ]
 [ 2.10148501 19.        ]
 [ 2.53359127 21.        ]
 [ 2.89465714 23.        ]
 [ 3.67760905 24.        ]]",[ 1.  8.  9. 10. 11.],1,1,0.25
86,92,0.0,"[[ 1.49149823  3.        ]
 [ 1.49621782  5.        ]
 [ 1.50393033  7.        ]
 [ 1.64545513  9.        ]
 [ 1.73670731 10.        ]
 [ 1.76345992 11.        ]
 [ 1.77360111 12.        ]
 [ 1.87106646 15.        ]
 [ 1.87235159 17.        ]
 [ 1.96264528 18.        ]
 [ 2.49413623 19.        ]
 [ 2.52791643 20.        ]
 [ 2.54013515 21.        ]
 [ 2.69993281 23.        ]
 [ 2.78456736 24.        ]
 [ 8.2464485  33.        ]]",[ 3.  5.  7.  9. 10.],0,0,0.0
87,93,10.0,"[[ 1.14381862  5.        ]
 [ 1.27155638  8.        ]
 [ 1.49255759  9.        ]
 [ 1.6200068  10.        ]
 [ 1.66065359 11.        ]
 [ 1.78934848 17.        ]
 [ 1.85730386 18.        ]
 [ 1.90608062 23.        ]
 [ 2.08433294 24.        ]
 [ 6.42799103 34.        ]]",[ 5.  8.  9. 10. 11.],1,1,0.25
88,94,10.0,"[[ 1.2347343   7.        ]
 [ 1.49149728  8.        ]
 [ 1.54882149  9.        ]
 [ 1.88931447 10.        ]
 [ 1.94798267 18.        ]
 [ 2.76982403 20.        ]
 [ 3.98859119 23.        ]
 [ 4.48480988 24.        ]]",[ 7.  8.  9. 10. 18.],1,1,0.25
89,95,0.0,"[[ 1.44559515  3.        ]
 [ 1.48595913  5.        ]
 [ 1.5770836   7.        ]
 [ 1.59384453  8.        ]
 [ 1.59789106  9.        ]
 [ 1.63984249 10.        ]
 [ 1.71465261 11.        ]
 [ 1.74236566 12.        ]
 [ 1.821852   13.        ]
 [ 1.8296006  16.        ]
 [ 1.86425955 17.        ]
 [ 1.89015908 18.        ]
 [ 2.03373142 19.        ]
 [ 2.05427527 20.        ]
 [ 2.17250299 21.        ]
 [ 5.21081578 23.        ]
 [ 5.60530102 24.        ]]",[3. 5. 7. 8. 9.],0,1,0.0
90,96,10.0,"[[ 1.42042828  7.        ]
 [ 1.44223022 10.        ]
 [ 1.44686699 11.        ]
 [ 1.57248604 20.        ]
 [ 1.87785096 21.        ]
 [ 4.15508699 23.        ]]",[ 7. 10. 11. 20. 21.],1,1,0.5
91,97,0.0,"[[ 1.4872334   5.        ]
 [ 1.71035686  7.        ]
 [ 1.83230062  8.        ]
 [ 1.94848815  9.        ]
 [ 1.98267959 10.        ]
 [ 2.00976106 11.        ]
 [ 2.11850846 16.        ]
 [ 2.12342072 17.        ]
 [ 2.23895305 18.        ]
 [ 2.41727864 19.        ]
 [ 2.57808089 20.        ]
 [ 2.75078964 21.        ]
 [ 2.82396317 23.        ]
 [ 3.70269199 24.        ]
 [ 8.77033043 34.        ]]",[ 5.  7.  8.  9. 10.],0,0,0.0
92,98,0.0,"[[ 1.26277524  5.        ]
 [ 1.30224323  7.        ]
 [ 1.4327619   8.        ]
 [ 1.50261939  9.        ]
 [ 1.56673483 10.        ]
 [ 1.72880729 18.        ]
 [ 1.9845221  19.        ]
 [ 2.01524056 20.        ]
 [ 2.03618702 21.        ]
 [ 2.64554024 23.        ]
 [ 3.38577188 24.        ]
 [ 9.31962967 34.        ]]",[ 5.  7.  8.  9. 10.],0,0,0.0
93,99,0.0,"[[ 1.84461745  5.        ]
 [ 2.11080599  7.        ]
 [ 2.13753033  9.        ]
 [ 2.14573753 10.        ]
 [ 2.3273325  11.        ]
 [ 2.43911123 12.        ]
 [ 2.45337462 13.        ]
 [ 2.75195026 16.        ]
 [ 3.0091286  17.        ]
 [ 3.17883543 18.        ]
 [ 3.24724597 19.        ]
 [ 3.38744906 20.        ]
 [ 3.69644487 21.        ]
 [ 4.69435565 23.        ]
 [ 5.41017251 24.        ]]",[ 5.  7.  9. 10. 11.],0,0,0.0
94,100,10.0,"[[ 1.09906051  8.        ]
 [ 1.67448139  9.        ]
 [ 1.88557303 11.        ]
 [ 1.9474988  16.        ]
 [ 2.15870786 18.        ]
 [ 2.22268772 23.        ]
 [ 2.4207592  24.        ]]",[ 8.  9. 11. 16. 18.],0,0,0.0
95,101,0.0,"[[ 1.10935771  5.        ]
 [ 1.11542654  8.        ]
 [ 1.4851408   9.        ]
 [ 1.51026797 10.        ]
 [ 1.62563431 13.        ]
 [ 1.71563005 16.        ]
 [ 1.81068039 18.        ]
 [ 2.06728649 19.        ]
 [ 4.75256437 21.        ]]",[ 5.  8.  9. 10. 13.],0,0,0.0
96,103,0.0,"[[ 1.72144699  7.        ]
 [ 2.06835849  9.        ]
 [ 2.10919535 10.        ]
 [ 2.65014125 18.        ]
 [ 3.19102038 23.        ]
 [ 5.18616343 24.        ]]",[ 7.  9. 10. 18. 23.],0,0,0.0
97,104,10.0,"[[ 0.9175576   5.        ]
 [ 0.99494177  9.        ]
 [ 1.17941821 10.        ]
 [ 1.7703979  18.        ]
 [ 2.56790304 23.        ]]",[ 5.  9. 10. 18. 23.],1,1,0.3333333333333333
98,105,10.0,"[[ 1.29307103  9.        ]
 [ 1.41716075 10.        ]
 [ 1.66518898 12.        ]
 [ 2.15122414 18.        ]
 [ 2.42058253 23.        ]
 [ 6.28796766 24.        ]]",[ 9. 10. 12. 18. 23.],1,1,0.5
99,106,10.0,"[[ 1.32749748  7.        ]
 [ 1.33682495  8.        ]
 [ 1.41133165  9.        ]
 [ 1.49994481 10.        ]
 [ 1.57819438 11.        ]
 [ 2.10231595 18.        ]
 [ 2.4360965  21.        ]
 [ 3.18275779 23.        ]
 [ 4.90502426 24.        ]
 [ 8.30150414 34.        ]]",[ 7.  8.  9. 10. 11.],1,1,0.25
100,107,10.0,"[[ 1.50925708  5.        ]
 [ 1.58086967  7.        ]
 [ 1.60485196  8.        ]
 [ 1.79715097  9.        ]
 [ 1.88066697 10.        ]
 [ 2.21235085 16.        ]
 [ 2.31566709 18.        ]
 [ 2.38494887 19.        ]
 [ 2.86049128 20.        ]
 [ 3.0329566  21.        ]
 [ 3.80827427 23.        ]
 [ 4.08211994 24.        ]]",[ 5.  7.  8.  9. 10.],1,1,0.2
101,108,10.0,"[[ 0.93800581  5.        ]
 [ 1.26526892  7.        ]
 [ 1.51076394  8.        ]
 [ 1.51094997  9.        ]
 [ 1.60184455 10.        ]
 [ 1.69033698 11.        ]
 [ 1.70611542 13.        ]
 [ 1.74052742 16.        ]
 [ 1.74689841 18.        ]
 [ 1.98603295 19.        ]
 [ 2.02017613 20.        ]
 [ 2.29568309 21.        ]
 [ 3.09746745 23.        ]
 [ 6.81380696 24.        ]]",[ 5.  7.  8.  9. 10.],1,1,0.2
102,109,0.0,"[[ 1.08165598  5.        ]
 [ 1.27373501  7.        ]
 [ 1.72925717  8.        ]
 [ 1.92033191 10.        ]
 [ 2.00511956 18.        ]
 [ 2.25478135 19.        ]
 [ 3.71685767 23.        ]
 [10.68204498 24.        ]]",[ 5.  7.  8. 10. 18.],0,0,0.0
103,110,0.0,"[[ 0.97044137  5.        ]
 [ 1.19257331  7.        ]
 [ 1.19877497  8.        ]
 [ 1.36617118  9.        ]
 [ 1.38987029 10.        ]
 [ 1.52488296 11.        ]
 [ 1.539025   12.        ]
 [ 1.63597812 13.        ]
 [ 1.68044513 16.        ]
 [ 1.70108399 17.        ]
 [ 1.74802201 18.        ]
 [ 1.75880885 19.        ]
 [ 1.76070429 20.        ]
 [ 1.80540198 21.        ]
 [ 1.8329899  23.        ]
 [ 1.86465258 24.        ]]",[ 5.  7.  8.  9. 10.],0,0,0.0
104,111,0.0,"[[ 1.61110914  5.        ]
 [ 1.71781588  7.        ]
 [ 1.78847146  8.        ]
 [ 1.79655766 10.        ]
 [ 1.94582095 12.        ]
 [ 1.9581296  13.        ]
 [ 2.03090549 16.        ]
 [ 2.10981941 18.        ]
 [ 2.86168861 20.        ]
 [ 2.86429043 21.        ]
 [ 3.90220928 23.        ]
 [ 5.29907703 24.        ]]",[ 5.  7.  8. 10. 12.],0,0,0.0
105,112,0.0,"[[ 1.05384111  5.        ]
 [ 1.1701497   7.        ]
 [ 1.5933342   9.        ]
 [ 1.59470377 10.        ]
 [ 1.6140123  18.        ]
 [ 1.64858162 21.        ]
 [ 1.65976989 23.        ]
 [ 2.01377678 24.        ]]",[ 5.  7.  9. 10. 18.],0,0,0.0
106,113,0.0,"[[ 1.23763062  5.        ]
 [ 1.50151617  7.        ]
 [ 1.74697757  8.        ]
 [ 1.7681092   9.        ]
 [ 1.84166317 10.        ]
 [ 1.94279621 11.        ]
 [ 2.00053167 17.        ]
 [ 2.26118431 18.        ]
 [ 2.32024765 19.        ]
 [ 2.58914945 20.        ]
 [ 2.996441   21.        ]
 [ 2.99780719 23.        ]
 [ 5.26834755 24.        ]
 [ 7.38214636 33.        ]]",[ 5.  7.  8.  9. 10.],0,0,0.0
107,114,0.0,"[[ 0.91390095  5.        ]
 [ 1.40849738  7.        ]
 [ 1.4211638   8.        ]
 [ 1.46407036  9.        ]
 [ 1.91620433 12.        ]
 [ 1.94949319 17.        ]
 [ 1.95523336 18.        ]
 [ 1.95724797 19.        ]
 [ 2.01156723 21.        ]
 [ 2.07839632 23.        ]
 [ 2.10830264 24.        ]]",[ 5.  7.  8.  9. 12.],0,1,0.0
108,115,0.0,"[[ 1.29149771  1.        ]
 [ 1.40195157  3.        ]
 [ 1.42560577  5.        ]
 [ 1.42709744  7.        ]
 [ 1.48258662  8.        ]
 [ 1.64367473  9.        ]
 [ 1.66732298 10.        ]
 [ 1.74145449 11.        ]
 [ 1.89728257 12.        ]
 [ 1.9989408  13.        ]
 [ 2.03053778 18.        ]
 [ 2.31350669 19.        ]
 [ 3.03382414 20.        ]
 [ 3.0890729  21.        ]
 [ 4.50508881 23.        ]
 [ 5.77943148 24.        ]]",[1. 3. 5. 7. 8.],0,1,0.0
109,116,10.0,"[[ 1.3272953   3.        ]
 [ 1.68517804  5.        ]
 [ 1.72438848  7.        ]
 [ 2.13294208  9.        ]
 [ 2.89794827 15.        ]
 [ 3.89575648 21.        ]
 [ 4.69057691 24.        ]]",[ 3.  5.  7.  9. 15.],0,0,0.0
110,117,0.0,"[[ 1.46844435  3.        ]
 [ 1.65742438  5.        ]
 [ 1.68057543  7.        ]
 [ 1.85004854  8.        ]
 [ 2.13197613  9.        ]
 [ 2.23546517 10.        ]
 [ 2.31308933 18.        ]
 [ 2.66242721 19.        ]
 [ 2.73883333 20.        ]
 [ 3.00036192 21.        ]
 [ 3.08939907 23.        ]
 [ 3.50992645 24.        ]]",[3. 5. 7. 8. 9.],0,1,0.0
111,118,10.0,"[[ 1.6484104   7.        ]
 [ 1.70187117  9.        ]
 [ 1.72424626 10.        ]
 [ 2.20137625 11.        ]
 [ 2.53785658 18.        ]
 [ 2.68455338 19.        ]
 [ 4.24947519 20.        ]
 [ 5.07599962 23.        ]
 [ 6.64969778 24.        ]]",[ 7.  9. 10. 11. 18.],1,1,0.3333333333333333
112,119,10.0,"[[ 1.30932784  8.        ]
 [ 1.3759228   9.        ]
 [ 1.58507117 10.        ]
 [ 1.62490845 12.        ]
 [ 1.85381897 13.        ]
 [ 2.04248136 17.        ]
 [ 2.14943886 18.        ]
 [ 2.36401463 23.        ]
 [ 8.62229824 24.        ]]",[ 8.  9. 10. 12. 13.],1,1,0.3333333333333333
113,120,0.0,"[[ 0.86368978  7.        ]
 [ 0.94028624  9.        ]
 [ 1.38407874 11.        ]
 [ 1.59294346 13.        ]
 [ 1.71034205 19.        ]
 [ 1.71874583 23.        ]
 [ 1.72830502 24.        ]]",[ 7.  9. 11. 13. 19.],0,0,0.0
114,121,0.0,"[[ 0.76455551  7.        ]
 [ 0.79638338 10.        ]
 [ 1.46640587 11.        ]
 [ 1.53273288 15.        ]
 [ 1.53306079 18.        ]
 [ 1.55166292 19.        ]
 [ 1.56675792 21.        ]
 [ 1.75238836 23.        ]
 [ 2.01323346 24.        ]]",[ 7. 10. 11. 15. 18.],0,0,0.0
115,122,0.0,"[[ 1.85693908  5.        ]
 [ 2.05358303  7.        ]
 [ 2.07320052  8.        ]
 [ 2.26968561  9.        ]
 [ 2.30779195 10.        ]
 [ 2.31130828 16.        ]
 [ 2.45848027 17.        ]
 [ 2.48681927 18.        ]
 [ 2.55632043 20.        ]
 [ 2.69074655 21.        ]
 [ 3.70794864 23.        ]
 [ 5.27943442 24.        ]]",[ 5.  7.  8.  9. 10.],0,0,0.0
116,123,10.0,"[[ 1.43579173  5.        ]
 [ 1.47468674  8.        ]
 [ 1.62791348  9.        ]
 [ 1.66578674 12.        ]
 [ 1.8236829  18.        ]
 [ 2.37647148 19.        ]
 [ 2.43542325 21.        ]
 [ 8.03369141 23.        ]]",[ 5.  8.  9. 12. 18.],0,0,0.0
117,124,10.0,"[[ 1.45285193  3.        ]
 [ 1.52511442  5.        ]
 [ 1.55248535  7.        ]
 [ 1.6103802   8.        ]
 [ 1.66134226  9.        ]
 [ 1.69340616 10.        ]
 [ 1.70409125 11.        ]
 [ 1.74231092 13.        ]
 [ 1.81830263 16.        ]
 [ 1.85325394 17.        ]
 [ 2.08004141 18.        ]
 [ 2.14980774 19.        ]
 [ 2.19315457 21.        ]
 [ 2.56208992 23.        ]
 [ 5.40536169 24.        ]]",[3. 5. 7. 8. 9.],0,0,0.0
118,125,0.0,"[[ 1.45659149  5.        ]
 [ 1.72280625  7.        ]
 [ 1.72920375  9.        ]
 [ 1.80429186 10.        ]
 [ 1.82062274 16.        ]
 [ 1.94194794 17.        ]
 [ 1.94403151 18.        ]
 [ 2.21604753 19.        ]
 [ 2.36763739 20.        ]
 [ 2.63756102 21.        ]
 [ 3.28006649 23.        ]
 [ 6.24701191 24.        ]]",[ 5.  7.  9. 10. 16.],0,0,0.0
119,126,0.0,"[[ 1.31100154  5.        ]
 [ 1.40662801  7.        ]
 [ 1.43422231  8.        ]
 [ 1.51230192  9.        ]
 [ 1.53145021 10.        ]
 [ 1.72164292 12.        ]
 [ 1.79392628 13.        ]
 [ 1.80071328 16.        ]
 [ 1.96610863 17.        ]
 [ 2.05235243 18.        ]
 [ 2.06396584 19.        ]
 [ 2.16081142 20.        ]
 [ 2.18620205 21.        ]
 [ 2.46153808 23.        ]
 [ 2.66145015 24.        ]]",[ 5.  7.  8.  9. 10.],0,0,0.0
120,127,0.0,"[[ 1.15959793  1.        ]
 [ 1.17607272  5.        ]
 [ 1.41811931  8.        ]
 [ 1.50375628  9.        ]
 [ 1.5189544  10.        ]
 [ 1.5839262  11.        ]
 [ 1.59680152 12.        ]
 [ 1.69564772 13.        ]
 [ 1.79452395 15.        ]
 [ 1.86225174 17.        ]
 [ 1.96398103 18.        ]
 [ 1.97348945 19.        ]
 [ 1.98580527 20.        ]
 [ 2.15495825 21.        ]
 [ 2.35787851 23.        ]
 [ 8.27262889 24.        ]]",[ 1.  5.  8.  9. 10.],0,0,0.0
121,128,10.0,"[[ 1.23803061  8.        ]
 [ 1.27963103  9.        ]
 [ 1.58180177 10.        ]
 [ 1.91547084 12.        ]
 [ 2.09038281 18.        ]
 [ 2.4618113  23.        ]]",[ 8.  9. 10. 12. 18.],1,1,0.3333333333333333
122,129,10.0,"[[ 1.47752368  5.        ]
 [ 1.55587512  7.        ]
 [ 1.77711034  9.        ]
 [ 1.80538919 10.        ]
 [ 1.80984378 11.        ]
 [ 1.9578948  12.        ]
 [ 2.00052494 13.        ]
 [ 2.22769674 17.        ]
 [ 2.2774868  18.        ]
 [ 2.33495033 19.        ]
 [ 2.33525419 20.        ]
 [ 2.59355865 21.        ]
 [ 2.6466248  23.        ]
 [ 4.59109831 24.        ]
 [ 9.22641058 33.        ]]",[ 5.  7.  9. 10. 11.],1,1,0.25
123,130,0.0,"[[ 1.55837848  5.        ]
 [ 1.57293904  7.        ]
 [ 1.65468376  9.        ]
 [ 1.70659847 10.        ]
 [ 1.74277025 13.        ]
 [ 1.76930631 16.        ]
 [ 1.9957521  17.        ]
 [ 2.01651621 18.        ]
 [ 2.10085806 19.        ]
 [ 2.1154694  21.        ]
 [ 3.65790582 23.        ]
 [ 6.37987453 24.        ]]",[ 5.  7.  9. 10. 13.],0,0,0.0
124,131,0.0,"[[ 1.04948808  5.        ]
 [ 1.35732245  7.        ]
 [ 1.43608558  9.        ]
 [ 1.54063141 17.        ]
 [ 2.11470127 20.        ]
 [ 2.22954702 21.        ]
 [ 2.65366465 23.        ]]",[ 5.  7.  9. 17. 20.],0,1,0.0
125,132,10.0,"[[ 1.19926989  5.        ]
 [ 1.41142941  8.        ]
 [ 1.69492269  9.        ]
 [ 1.86764622 10.        ]
 [ 2.32758713 16.        ]
 [ 4.85611741 18.        ]]",[ 5.  8.  9. 10. 16.],1,1,0.25
126,133,0.0,"[[ 1.26558149  5.        ]
 [ 1.41906671  7.        ]
 [ 1.50732366  8.        ]
 [ 1.9231174   9.        ]
 [ 1.94753729 13.        ]
 [ 1.95108761 16.        ]
 [ 2.03620517 17.        ]
 [ 2.04338222 18.        ]
 [ 2.15235325 19.        ]
 [ 2.18821553 20.        ]
 [ 2.2156837  21.        ]
 [ 2.25304159 23.        ]
 [ 2.34474397 24.        ]]",[ 5.  7.  8.  9. 13.],0,1,0.0
127,134,0.0,"[[ 1.04012135  5.        ]
 [ 1.13409197  7.        ]
 [ 1.17224902  9.        ]
 [ 1.32214558 10.        ]
 [ 1.46468759 16.        ]
 [ 1.57944489 17.        ]
 [ 1.6482234  18.        ]
 [ 1.8541472  21.        ]
 [ 1.98783666 23.        ]]",[ 5.  7.  9. 10. 16.],0,0,0.0
128,135,0.0,"[[ 1.07214785  7.        ]
 [ 1.20792286  8.        ]
 [ 1.43649638  9.        ]
 [ 1.56658345 10.        ]
 [ 1.67477328 16.        ]
 [ 1.72471933 18.        ]
 [ 1.90013123 20.        ]
 [ 1.92902595 21.        ]
 [ 2.44904645 23.        ]]",[ 7.  8.  9. 10. 16.],0,0,0.0
129,136,10.0,"[[ 1.47482443  5.        ]
 [ 1.60515153  7.        ]
 [ 1.7033189   8.        ]
 [ 1.77472594  9.        ]
 [ 1.9336462  10.        ]
 [ 1.93476774 11.        ]
 [ 1.96538997 12.        ]
 [ 1.99937439 13.        ]
 [ 2.03571558 17.        ]
 [ 2.0965727  18.        ]
 [ 2.45994216 19.        ]
 [ 2.58672071 20.        ]
 [ 2.6073184  21.        ]
 [ 3.8507149  23.        ]
 [ 4.28394941 24.        ]]",[ 5.  7.  8.  9. 10.],1,1,0.2
130,137,0.0,"[[ 1.36761415  5.        ]
 [ 1.44162262  7.        ]
 [ 1.45160246  8.        ]
 [ 1.49195481  9.        ]
 [ 1.52609497 10.        ]
 [ 1.53900212 12.        ]
 [ 1.62767325 15.        ]
 [ 1.79190644 16.        ]
 [ 1.84308624 18.        ]
 [ 1.9344455  19.        ]
 [ 1.93746352 21.        ]
 [ 2.11702914 23.        ]
 [ 5.21525156 24.        ]
 [ 5.61041394 34.        ]]",[ 5.  7.  8.  9. 10.],0,0,0.0
131,138,0.0,"[[ 1.6212399   7.        ]
 [ 1.69997334  9.        ]
 [ 1.81341648 10.        ]
 [ 1.82400084 12.        ]
 [ 1.86157763 16.        ]
 [ 1.92699897 17.        ]
 [ 1.99753591 19.        ]
 [ 2.13860536 20.        ]
 [ 2.7023015  21.        ]
 [ 4.43564248 23.        ]
 [ 4.47294378 24.        ]
 [ 4.78050358 33.        ]]",[ 7.  9. 10. 12. 16.],0,0,0.0
132,139,10.0,"[[ 0.75409073  7.        ]
 [ 1.51118338  8.        ]
 [ 2.02019048  9.        ]
 [ 2.04075126 10.        ]
 [ 2.08134913 15.        ]
 [ 2.57186756 18.        ]
 [ 2.62893029 19.        ]
 [ 2.75956221 20.        ]
 [ 3.26868355 23.        ]
 [ 4.76356403 24.        ]]",[ 7.  8.  9. 10. 15.],1,1,0.25
133,140,0.0,"[[ 1.09425843  9.        ]
 [ 1.3460354  10.        ]
 [ 1.56524098 18.        ]
 [ 1.61030445 21.        ]
 [ 1.81996961 24.        ]]",[ 9. 10. 18. 21. 24.],0,0,0.0
134,141,0.0,"[[ 1.5047172   5.        ]
 [ 1.52850246  7.        ]
 [ 1.65688288  8.        ]
 [ 1.71451095  9.        ]
 [ 1.73304041 10.        ]
 [ 1.75802584 11.        ]
 [ 1.76500106 12.        ]
 [ 1.80632675 15.        ]
 [ 1.87346625 16.        ]
 [ 1.91485098 17.        ]
 [ 1.9209794  18.        ]
 [ 1.99096914 19.        ]
 [ 2.13591704 21.        ]
 [ 3.24263906 23.        ]
 [ 5.05759043 24.        ]
 [ 8.83760071 34.        ]]",[ 5.  7.  8.  9. 10.],0,0,0.0
